Year,State,Deaths,MortalityRate,Population,sourceDeaths,NextPopulation,PopulationChange,Population Retained,Domestic Immigrants,Foreign Immigrants,Total Immigrants,Total Emigrants,CrudeBirthRate,Births
1962,Mississippi,20766,9.5,2185895,calculated from mortality rate and population estimate,2182018,-3877.100000000093,,,,,,22.491,49163
1963,Mississippi,21022,9.6,2189772,calculated from mortality rate and population estimate,2185895,-3877.0999999996275,,,,,,21.735,47595
1964,Mississippi,20620,9.4,2193649,calculated from mortality rate and population estimate,2189772,-3877.100000000093,,,,,,20.918,45887
1965,Mississippi,20657,9.4,2197526,calculated from mortality rate and population estimate,2193649,-3877.100000000093,,,,,,20.075,44115
1966,Mississippi,20913,9.5,2201404,calculated from mortality rate and population estimate,2197526,-3877.100000000093,,,,,,19.24,42355
1967,Mississippi,20730,9.4,2205281,calculated from mortality rate and population estimate,2201404,-3877.100000000093,,,,,,18.443,40672
1968,Mississippi,24014,11.084000000000001,2166528,NCHS,2205281,38752.700000000186,,,,,,17.711,38371
1969,Mississippi,23879,10.869000000000002,2196956,NCHS,2166528,-30428.0,,,,,,17.066,37493
1970,Mississippi,23301,10.475999999999999,2224141,NCHS,2196956,-27185.0,,,,,,16.519,36741
1971,Mississippi,23454,10.327,2271036,NCHS,2224141,-46895.0,,,,,,16.071,36498
1972,Mississippi,23680,10.251,2309917,NCHS,2271036,-38881.0,,,,,,15.702,36270
1973,Mississippi,24022,10.219,2350797,NCHS,2309917,-40880.0,,,,,,15.398,36198
1974,Mississippi,23153,9.73,2379443,NCHS,2350797,-28646.0,,,,,,15.155,36060
1975,Mississippi,22786,9.491,2400734,NCHS,2379443,-21291.0,,,,,,14.976,35953
1976,Mississippi,23168,9.527999999999999,2431473,NCHS,2400734,-30739.0,,,,,,14.867,36149
1977,Mississippi,23014,9.342,2463589,NCHS,2431473,-32116.0,,,,,,14.825,36523
1978,Mississippi,23350,9.376,2490446,NCHS,2463589,-26857.0,,,,,,14.845,36971
1979,Mississippi,22985,9.152999999999999,2511256,NCHS,2490446,-20810.0,,,,,,14.915,37455
1980,Mississippi,23656,9.367,2525447,NCHS,2511256,-14191.0,,,,,,15.021,37935
1981,Mississippi,23460,9.232000000000001,2541298,NCHS,2525447,-15851.0,,,,,,15.15,38501
1982,Mississippi,23283,9.101,2558332,NCHS,2541298,-17034.0,,,,,,15.288,39112
1983,Mississippi,23942,9.327,2567091,NCHS,2558332,-8759.0,,,,,,15.421,39587
1984,Mississippi,23939,9.288,2577540,NCHS,2567091,-10449.0,,,,,,15.537,40047
1985,Mississippi,24691,9.542,2587595,NCHS,2577540,-10055.0,,,,,,15.63,40444
1986,Mississippi,24429,9.423,2592534,NCHS,2587595,-4939.0,,,,,,15.698,40698
1987,Mississippi,24634,9.517999999999999,2588225,NCHS,2592534,4309.0,,,,,,15.746,40754
1988,Mississippi,24834,9.618,2581921,NCHS,2588225,6304.0,,,,,,15.776,40732
1989,Mississippi,25386,9.85,2577300,NCHS,2581921,4621.0,,,,,,15.783,40678
1990,Mississippi,25127,9.758,2575063,NCHS,2577300,2237.0,,,,,,15.756,40573
1991,Mississippi,25664,9.867,2601024,NCHS,2575063,-25961.0,,,,,,15.684,40794
1992,Mississippi,25259,9.624,2624678,NCHS,2601024,-23654.0,,,,,,15.562,40845
1993,Mississippi,26399,9.937999999999999,2656371,NCHS,2624678,-31693.0,,,,,,15.396,40897
1994,Mississippi,26778,9.953,2690511,NCHS,2656371,-34140.0,,,,,,15.195,40882
1995,Mississippi,27026,9.921,2724100,NCHS,2690511,-33589.0,,,,,,14.974,40791
1996,Mississippi,26682,9.703,2749883,NCHS,2724100,-25783.0,,,,,,14.755,40575
1997,Mississippi,27503,9.898,2778557,NCHS,2749883,-28674.0,,,,,,14.556,40445
1998,Mississippi,27847,9.92,2807091,NCHS,2778557,-28534.0,,,,,,14.391,40397
1999,Mississippi,28185,9.965,2828408,NCHS,2807091,-21317.0,,,,,,14.266,40350
2000,Mississippi,28654,10.073,2844658,NCHS,2828408,-16250.0,,,,,,14.185,40351
2001,Mississippi,28259,9.905,2852994,NCHS,2844658,-8336.0,,,,,,14.145,40356
2002,Mississippi,28853,10.093,2858681,NCHS,2852994,-5687.0,,,,,,14.13,40393
2003,Mississippi,28489,9.932,2868312,NCHS,2858681,-9631.0,,,,,,14.123,40509
2004,Mississippi,27871,9.647,2889010,NCHS,2868312,-20698.0,,,,,,14.11,40764
2005,Mississippi,29196,10.047,2905943,NCHS,2889010,-16933.0,,538130.0,,538130.0,84867.0,14.074,40898
2006,Mississippi,28564,9.833,2904978,NCHS,2905943,965.0,,598367.0,,598367.0,106010.0,13.993,40649
2007,Mississippi,28255,9.649,2928350,NCHS,2904978,-23372.0,,548694.0,,548694.0,86583.0,13.862,40593
2008,Mississippi,28984,9.832,2947806,NCHS,2928350,-19456.0,,505791.0,,505791.0,70345.0,13.684,40338
2009,Mississippi,28275,9.556000000000001,2958774,NCHS,2947806,-10968.0,,500458.0,,500458.0,74014.0,13.466,39843
2010,Mississippi,28965,9.761000000000001,2967297,NCHS,2958774,-8523.0,2850995.0,72321.0,7912.0,80233.0,68363.0,13.228,39251
2011,Mississippi,29278,9.83,2978512,NCHS,2967297,-11215.0,2866970.0,68511.0,7540.0,76051.0,68597.0,12.996,38709
2012,Mississippi,29544,9.898,2984926,NCHS,2978512,-6414.0,2869184.0,73500.0,5012.0,78512.0,66947.0,12.795,38192
2013,Mississippi,30703,10.264000000000001,2991207,NCHS,2984926,-6281.0,2882392.0,68588.0,6817.0,75405.0,72430.0,12.642,37815
2014,Mississippi,30557,10.206,2994079,NCHS,2991207,-2872.0,2875532.0,73927.0,8199.0,82126.0,72543.0,12.544,37558
2015,Mississippi,31783,10.620999999999999,2992333,NCHS,2994079,1746.0,2882514.0,69351.0,7424.0,76775.0,81358.0,12.499,37401
2016,Mississippi,31741,10.62,2988726,NCHS,2992333,3607.0,2880590.0,64639.0,5852.0,70491.0,77509.0,12.69,37927
2017,Mississippi,32280,10.817,2984100,NCHS,2988726,4626.0,2866944.0,73549.0,6478.0,80027.0,78043.0,12.52,37361
2018,Mississippi,32301,10.815999999999999,2986530,NCHS,2984100,-2430.0,2880135.0,68000.0,7582.0,75582.0,76567.0,12.39,37003
2019,Mississippi,32964,11.075999999999999,2976149,NCHS,2986530,10381.0,2875170.0,61683.0,6884.0,68567.0,60094.0,12.31,36636
2020,Mississippi,40190,13.547,2966786,NCHS,,,,,,,,11.96,35483
2021,Mississippi,39126,13.209100000000262,2962079,,,,,,,,,11.87299999999999,35168
2022,Mississippi,40882,13.82040000000029,2958121,,,,,,,,,11.706000000000017,34627
2023,Mississippi,42600,14.431700000000319,2951866,,,,,,,,,11.538999999999987,34061
2024,Mississippi,44276,15.043000000000347,2943328,,,,,,,,,11.372000000000014,33471
2025,Mississippi,45906,15.654300000000376,2932523,,,,,,,,,11.204999999999984,32858
1914,Missouri,39718,11.9,3337623,calculated from mortality rate and population estimate,2966786,-370837.0,,,,,,29.9,99795
1915,Missouri,39180,11.7,3348695,calculated from mortality rate and population estimate,3337623,-11072.0,,,,,,29.5,98787
1916,Missouri,41997,12.5,3359767,calculated from mortality rate and population estimate,3348695,-11072.0,,,,,,29.1,97769
1917,Missouri,44495,13.2,3370839,calculated from mortality rate and population estimate,3359767,-11072.0,,,,,,28.5,96069
1918,Missouri,54449,16.1,3381911,calculated from mortality rate and population estimate,3370839,-11072.0,,,,,,28.2,95370
1919,Missouri,40376,11.9,3392983,calculated from mortality rate and population estimate,3381911,-11072.0,,,,,,26.1,88557
1920,Missouri,42551,12.5,3404055,calculated from mortality rate and population estimate,3392983,-11072.0,,,,,,27.7,94292
1921,Missouri,37007,10.8,3426586,calculated from mortality rate and population estimate,3404055,-22531.200000000186,,,,,,28.1,96287
1922,Missouri,38630,11.2,3449117,calculated from mortality rate and population estimate,3426586,-22531.19999999972,,,,,,26.2,90367
1923,Missouri,42354,12.2,3471649,calculated from mortality rate and population estimate,3449117,-22531.200000000186,,,,,,26.0,90263
1924,Missouri,40183,11.5,3494180,calculated from mortality rate and population estimate,3471649,-22531.19999999972,,,,,,26.1,91198
1925,Missouri,41146,11.7,3516711,calculated from mortality rate and population estimate,3494180,-22531.200000000186,,,,,,25.1,88269
1926,Missouri,42471,12.0,3539242,calculated from mortality rate and population estimate,3516711,-22531.200000000186,,,,,,24.2,85650
1927,Missouri,40604,11.4,3561773,calculated from mortality rate and population estimate,3539242,-22531.19999999972,,,,,,23.5,83702
1928,Missouri,45162,12.6,3584305,calculated from mortality rate and population estimate,3561773,-22531.200000000186,,,,,,22.2,79572
1929,Missouri,44003,12.2,3606836,calculated from mortality rate and population estimate,3584305,-22531.19999999972,,,,,,21.2,76465
1930,Missouri,42827,11.8,3629367,calculated from mortality rate and population estimate,3606836,-22531.200000000186,,,,,,21.3,77306
1931,Missouri,43739,12.0,3644897,calculated from mortality rate and population estimate,3629367,-15529.700000000186,,,,,,20.2,73627
1932,Missouri,43193,11.8,3660426,calculated from mortality rate and population estimate,3644897,-15529.69999999972,,,,,,19.5,71378
1933,Missouri,41906,11.4,3675956,calculated from mortality rate and population estimate,3660426,-15529.700000000186,,,,,,18.4,67638
1934,Missouri,46144,12.5,3691486,calculated from mortality rate and population estimate,3675956,-15529.69999999972,,,,,,19.0,70138
1935,Missouri,43001,11.6,3707016,calculated from mortality rate and population estimate,3691486,-15529.700000000186,,,,,,18.7,69321
1936,Missouri,48765,13.1,3722545,calculated from mortality rate and population estimate,3707016,-15529.700000000186,,,,,,19.0,70728
1937,Missouri,44857,12.0,3738075,calculated from mortality rate and population estimate,3722545,-15529.69999999972,,,,,,18.7,69902
1938,Missouri,42791,11.4,3753605,calculated from mortality rate and population estimate,3738075,-15529.700000000186,,,,,,19.2,72069
1939,Missouri,42591,11.3,3769134,calculated from mortality rate and population estimate,3753605,-15529.69999999972,,,,,,18.8,70860
1940,Missouri,43902,11.6,3784664,calculated from mortality rate and population estimate,3769134,-15529.700000000186,,,,,,19.4,73422
1941,Missouri,39917,10.5,3801663,calculated from mortality rate and population estimate,3784664,-16998.899999999907,,,,,,20.3,77174
1942,Missouri,39332,10.3,3818662,calculated from mortality rate and population estimate,3801663,-16998.899999999907,,,,,,22.2,84774
1943,Missouri,41809,10.9,3835661,calculated from mortality rate and population estimate,3818662,-16998.900000000373,,,,,,22.7,87069
1944,Missouri,40838,10.6,3852660,calculated from mortality rate and population estimate,3835661,-16998.899999999907,,,,,,21.2,81676
1945,Missouri,41018,10.6,3869658,calculated from mortality rate and population estimate,3852660,-16998.899999999907,,,,,,20.4,78941
1946,Missouri,38867,10.0,3886657,calculated from mortality rate and population estimate,3869658,-16998.899999999907,,,,,,24.1,93668
1947,Missouri,39427,10.1,3903656,calculated from mortality rate and population estimate,3886657,-16998.899999999907,,,,,,26.6,103837
1948,Missouri,38814,9.9,3920655,calculated from mortality rate and population estimate,3903656,-16998.900000000373,,,,,,24.9,97624
1949,Missouri,38195,9.7,3937654,calculated from mortality rate and population estimate,3920655,-16998.899999999907,,,,,,24.5,96473
1950,Missouri,37965,9.6,3954653,calculated from mortality rate and population estimate,3937654,-16998.899999999907,,,,,,23.71,93765
1951,Missouri,38714,9.7,3991169,calculated from mortality rate and population estimate,3954653,-36516.0,,,,,,23.928,95501
1952,Missouri,38666,9.6,4027685,calculated from mortality rate and population estimate,3991169,-36516.0,,,,,,24.313,97925
1953,Missouri,39016,9.6,4064201,calculated from mortality rate and population estimate,4027685,-36516.0,,,,,,24.599,99975
1954,Missouri,37727,9.2,4100717,calculated from mortality rate and population estimate,4064201,-36516.0,,,,,,24.784,101632
1955,Missouri,38476,9.3,4137233,calculated from mortality rate and population estimate,4100717,-36516.0,,,,,,24.869,102889
1956,Missouri,39233,9.4,4173749,calculated from mortality rate and population estimate,4137233,-36516.0,,,,,,24.852,103726
1957,Missouri,40419,9.6,4210265,calculated from mortality rate and population estimate,4173749,-36516.0,,,,,,24.731,104124
1958,Missouri,40344,9.5,4246781,calculated from mortality rate and population estimate,4210265,-36516.0,,,,,,24.505,104067
1959,Missouri,40263,9.4,4283297,calculated from mortality rate and population estimate,4246781,-36516.0,,,,,,24.169,103523
1960,Missouri,41038,9.5,4319813,calculated from mortality rate and population estimate,4283297,-36516.0,,,,,,23.72,102466
1961,Missouri,40506,9.3,4355482,calculated from mortality rate and population estimate,4319813,-35668.799999999814,,,,,,23.159,100869
1962,Missouri,41716,9.5,4391151,calculated from mortality rate and population estimate,4355482,-35668.799999999814,,,,,,22.491,98761
1963,Missouri,42497,9.6,4426819,calculated from mortality rate and population estimate,4391151,-35668.800000000745,,,,,,21.735,96217
1964,Missouri,41947,9.4,4462488,calculated from mortality rate and population estimate,4426819,-35668.799999999814,,,,,,20.918,93346
1965,Missouri,42283,9.4,4498157,calculated from mortality rate and population estimate,4462488,-35668.799999999814,,,,,,20.075,90301
1966,Missouri,43071,9.5,4533826,calculated from mortality rate and population estimate,4498157,-35668.799999999814,,,,,,19.24,87231
1967,Missouri,42953,9.4,4569495,calculated from mortality rate and population estimate,4533826,-35668.799999999814,,,,,,18.443,84275
1968,Missouri,52168,11.26,4633208,NCHS,4569495,-63713.40000000037,,,,,,17.711,82059
1969,Missouri,52463,11.263,4657984,NCHS,4633208,-24776.0,,,,,,17.066,79493
1970,Missouri,51851,11.069,4684287,NCHS,4657984,-26303.0,,,,,,16.519,77380
1971,Missouri,50981,10.786,4726673,NCHS,4684287,-42386.0,,,,,,16.071,75962
1972,Missouri,52458,11.04,4751840,NCHS,4726673,-25167.0,,,,,,15.702,74613
1973,Missouri,51976,10.895999999999999,4770262,NCHS,4751840,-18422.0,,,,,,15.398,73452
1974,Missouri,50652,10.589,4783368,NCHS,4770262,-13106.0,,,,,,15.155,72492
1975,Missouri,49059,10.234,4793956,NCHS,4783368,-10588.0,,,,,,14.976,71794
1976,Missouri,49075,10.172,4824689,NCHS,4793956,-30733.0,,,,,,14.867,71729
1977,Missouri,48880,10.077,4850784,NCHS,4824689,-26095.0,,,,,,14.825,71913
1978,Missouri,49442,10.14,4875833,NCHS,4850784,-25049.0,,,,,,14.845,72382
1979,Missouri,48002,9.804,4896275,NCHS,4875833,-20442.0,,,,,,14.915,73028
1980,Missouri,49660,10.084,4924814,NCHS,4896275,-28539.0,,,,,,15.021,73976
1981,Missouri,48848,9.896,4936035,NCHS,4924814,-11221.0,,,,,,15.15,74781
1982,Missouri,48277,9.787,4932516,NCHS,4936035,3519.0,,,,,,15.288,75408
1983,Missouri,49525,10.015,4945152,NCHS,4932516,-12636.0,,,,,,15.421,76259
1984,Missouri,49131,9.875,4975430,NCHS,4945152,-30278.0,,,,,,15.537,77303
1985,Missouri,50368,10.068,5002627,NCHS,4975430,-27197.0,,,,,,15.63,78191
1986,Missouri,50180,9.988,5023917,NCHS,5002627,-21290.0,,,,,,15.698,78865
1987,Missouri,50695,10.024,5057592,NCHS,5023917,-33675.0,,,,,,15.746,79637
1988,Missouri,50840,10.0,5084041,NCHS,5057592,-26449.0,,,,,,15.776,80206
1989,Missouri,50426,9.889,5099228,NCHS,5084041,-15187.0,,,,,,15.783,80481
1990,Missouri,50377,9.84,5119810,NCHS,5099228,-20582.0,,,,,,15.756,80668
1991,Missouri,50885,9.836,5173480,NCHS,5119810,-53670.0,,,,,,15.684,81141
1992,Missouri,50988,9.771,5218259,NCHS,5173480,-44779.0,,,,,,15.562,81207
1993,Missouri,53746,10.192,5273201,NCHS,5218259,-54942.0,,,,,,15.396,81186
1994,Missouri,53785,10.097999999999999,5326464,NCHS,5273201,-53263.0,,,,,,15.195,80936
1995,Missouri,54402,10.112,5379909,NCHS,5326464,-53445.0,,,,,,14.974,80559
1996,Missouri,53910,9.921,5434012,NCHS,5379909,-54103.0,,,,,,14.755,80179
1997,Missouri,54322,9.907,5483268,NCHS,5434012,-49256.0,,,,,,14.556,79814
1998,Missouri,55070,9.968,5524750,NCHS,5483268,-41482.0,,,,,,14.391,79507
1999,Missouri,55931,10.056000000000001,5561948,NCHS,5524750,-37198.0,,,,,,14.266,79347
2000,Missouri,54865,9.806000000000001,5595211,NCHS,5561948,-33263.0,,,,,,14.185,79368
2001,Missouri,54982,9.747,5641142,NCHS,5595211,-45931.0,,,,,,14.145,79794
2002,Missouri,55940,9.857999999999999,5674825,NCHS,5641142,-33683.0,,,,,,14.13,80185
2003,Missouri,55582,9.735,5709403,NCHS,5674825,-34578.0,,,,,,14.123,80634
2004,Missouri,53950,9.386000000000001,5747741,NCHS,5709403,-38338.0,,,,,,14.11,81101
2005,Missouri,54656,9.439,5790300,NCHS,5747741,-42559.0,,1045940.0,,1045940.0,137161.0,14.074,81493
2006,Missouri,54681,9.359,5842704,NCHS,5790300,-52404.0,,1170753.0,,1170753.0,160918.0,13.993,81757
2007,Missouri,54166,9.2,5887612,NCHS,5842704,-44908.0,,1117631.0,,1117631.0,155313.0,13.862,81614
2008,Missouri,56578,9.551,5923916,NCHS,5887612,-36304.0,,1121975.0,,1121975.0,151632.0,13.684,81063
2009,Missouri,54263,9.103,5961088,NCHS,5923916,-37172.0,,1089690.0,,1089690.0,139009.0,13.466,80272
2010,Missouri,55281,9.231,5988927,NCHS,5961088,-27839.0,5755647.0,145226.0,19985.0,165211.0,148055.0,13.228,79222
2011,Missouri,55848,9.291,6010688,NCHS,5988927,-21761.0,5764086.0,149439.0,24371.0,173810.0,138404.0,12.996,78115
2012,Missouri,56094,9.315,6021988,NCHS,6010688,-11300.0,5766552.0,162930.0,22431.0,185361.0,142754.0,12.795,77051
2013,Missouri,57444,9.504,6044171,NCHS,6021988,-22183.0,5794741.0,159936.0,18771.0,178707.0,138612.0,12.642,76410
2014,Missouri,58320,9.618,6063589,NCHS,6044171,-19418.0,5818915.0,153320.0,19960.0,173280.0,154226.0,12.544,76062
2015,Missouri,59871,9.841000000000001,6083672,NCHS,6063589,-20083.0,5833722.0,159152.0,22706.0,181858.0,155529.0,12.499,76040
2016,Missouri,59873,9.827,6093000,NCHS,6083672,-9328.0,5837460.0,162809.0,21896.0,184705.0,159177.0,12.26,74700
2017,Missouri,61876,10.121,6113532,NCHS,6093000,-20532.0,5850443.0,164957.0,24477.0,189434.0,153284.0,11.95,73057
2018,Missouri,63117,10.302,6126452,NCHS,6113532,-12920.0,5882179.0,152326.0,18604.0,170930.0,174949.0,11.96,73272
2019,Missouri,62401,10.167,6137428,NCHS,6126452,-10976.0,5894768.0,152345.0,22584.0,174929.0,135762.0,11.75,72115
